author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity,indice
"Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-da-posse-a-carlos-marun-como-ministro-da-articulacao-politica.ghtml,politica,15/12/2017 15h26 ,748,659,321,None,5,89,5,197,43,20,7,0,0,27,2.87097,3223,21.2581,4.89074,0.0,0.22028,0.487102,3319
Por BBC ,https://g1.globo.com/bemestar/noticia/em-vez-de-remedio-contra-aids-fabrica-financiada-pelo-brasil-em-mocambique-produzira-analgesico.ghtml,politica,06/12/2017 07h42 ,2451,2072,854,None,18,356,16,561,129,133,52,4,5,110,2.80741,10367,15.3481,5.00338,0.000482625,0.285714,0.412162,3320
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/papo-furado-4/,politica,02 de fevereiro de 2018 ,2310,2007,860,0,46,255,6,601,113,93,25,2,0,100,3.83544,9695,25.4051,4.83059,0.00348779,0.240654,0.4285,3321
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-17-de-agosto-de-2017.ghtml,tv_celebridades,17/08/2017 20h41 ,710,606,370,None,7,94,2,176,45,26,15,0,0,33,2.73684,2911,15.9474,4.80363,0.00495049,0.262963,0.610561,3322
Redação ,http://politica.estadao.com.br/blogs/fausto-macedo/governador-do-acre-recebeu-r-300-mil-diz-delator/,politica,19 de dezembro de 2014 ,1402,1220,524,None,14,162,1,386,40,33,28,2,1,66,3.56863,6060,23.9216,4.96721,0.0,0.133212,0.429508,3323
"Carla Araújo, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,marina-anuncia-que-sera-candidata-a-presidencia-pela-3-vez,70002105655",politica,02 de dezembro de 2017 ,1072,941,450,0,5,176,5,249,41,50,26,4,1,73,3.54054,4506,25.4324,4.78852,0.0031881,0.214118,0.478215,3324
Por BBC ,https://g1.globo.com/educacao/noticia/eu-estudo-na-mangueira-6-as-arvores-que-sao-salas-de-aula-para-mais-de-400-mil-criancas-em-mocambique.ghtml,politica,01/01/2018 08h59 ,2083,1758,735,0,2,286,4,470,103,121,26,3,6,80,2.64228,8190,14.2927,4.6587,0.00682594,0.296296,0.418089,3325
O Estado de S.Paulo ,"http://internacional.estadao.com.br/noticias/geral,governo-filipino-anuncia-o-fim-da-batalha-em-cidade-tomada-por-extremistas,70002057087",sociedade_cotidiano,23 de outubro de 2017 ,507,432,240,0,8,64,1,137,21,12,8,0,0,17,4.16667,2225,24.0,5.15046,0.00231481,0.164179,0.555556,3326
Por G1 Tocantins ,https://g1.globo.com/to/tocantins/noticia/retrospectiva-2017-os-principais-fatos-curiosos-do-ano-no-tocantins.ghtml,sociedade_cotidiano,29/12/2017 08h00 ,1448,1301,608,0,4,197,20,371,50,64,17,0,0,57,2.07042,5884,18.3239,4.52268,0.00538048,0.200704,0.467333,3327
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/ou-blablabla-ou-bate-boca/,politica,22 de março de 2018 ,474,441,274,None,5,52,0,138,18,18,5,0,0,13,8.25,2119,110.25,4.80499,0.0,0.189474,0.621315,3328
"Luiz Maklouf Carvalho, Enviado especial, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,so-alckmin-pode-vencer-lula-afirma-beto-richa,70002142225",politica,08 de janeiro de 2018 ,2873,2465,929,0,8,446,18,598,131,159,65,30,7,259,1.95215,11459,11.7943,4.64868,0.000811359,0.277778,0.376876,3329
"Bruno Paes Manso, de O Estado de S. Paulo, ","http://alias.estadao.com.br/noticias/geral,profissao-perigo,1053168",politica,13 de julho de 2013 ,1852,1613,808,None,14,242,6,473,106,68,38,0,0,87,3.18667,7795,21.5067,4.83261,0.00371978,0.243357,0.50093,3330
"Por Samuel Nunes e Aline Pavanelli, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/moro-mantem-sigilo-de-depoimento-de-ex-executivo-da-odebrecht-processado-na-lava-jato.ghtml,politica,31/03/2017 21h57 ,1065,945,408,None,3,147,1,277,25,34,28,4,0,51,2.72727,4659,21.4773,4.93016,0.0,0.139151,0.431746,3331
"Ricardo Brandt, Fausto Macedo e Julia Affonso ",http://politica.estadao.com.br/blogs/fausto-macedo/49808-2/,politica,20 de julho de 2016 ,1811,1594,629,0,30,195,5,537,49,34,33,0,0,47,3.39062,8099,24.9062,5.08093,0.000627353,0.113388,0.394605,3332
Por France Presse ,https://g1.globo.com/educacao/noticia/escola-de-elfos-preserva-tradicao-dos-seres-lendarios-na-islandia.ghtml,tv_celebridades,24/05/2016 12h40 ,765,662,342,0,0,130,7,168,24,51,9,0,1,62,2.71053,3105,17.4211,4.69033,0.0,0.251678,0.516616,3333
"Por G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/moro-ouve-youssef-cervero-e-baiano-em-acao-contra-lula.ghtml,politica,26/05/2017 18h26 ,890,796,363,None,0,111,0,235,22,34,11,4,0,48,2.54054,3882,21.5135,4.87688,0.00125628,0.16185,0.45603,3334
"Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/fachin-vota-para-tornar-collor-reu-na-lava-jato-por-corrupcao-lavagem-de-dinheiro-e-organizacao-criminosa-na-lava-jato.ghtml,politica,22/08/2017 15h34 ,1247,1091,484,0,24,149,5,334,44,43,18,0,0,48,3.9,5511,27.275,5.05133,0.00091659,0.180124,0.44363,3335
O Estado de S.Paulo ,"http://politica.estadao.com.br/noticias/geral,ministro-da-justica-defende-lula-e-diz-que-oposicao-usa-investigacoes-para-atingir-petista,10000000797",tv_celebridades,28 de outubro de 2015 ,567,512,281,None,2,82,10,144,26,26,10,3,0,30,2.61905,2589,24.381,5.05664,0.0,0.230089,0.548828,3336
"Por Mariana Oliveira e Renan Ramalho, TV Globo e G1, Brasília ",https://g1.globo.com/politica/noticia/tse-ouvira-marcelo-odebrecht-em-acoes-que-pedem-cassacao-de-chapa-dilma-temer.ghtml,politica,22/02/2017 14h27 ,929,836,411,0,19,117,9,258,37,26,16,0,0,36,2.73529,4457,24.5882,5.33134,0.00358852,0.168,0.491627,3337
Por G1 BA ,https://g1.globo.com/ba/bahia/noticia/operacao-da-pf-investiga-suposto-pagamento-de-r-82-milhoes-em-propina-a-ex-governador-da-bahia.ghtml,politica,26/02/2018 11h26 ,1728,1495,598,0,22,222,10,433,53,67,37,5,2,66,3.47761,7357,22.3134,4.92107,0.0,0.183206,0.4,3338
"Lígia Formenti, O Estado de S. Paulo ","http://saude.estadao.com.br/noticias/geral,ministro-diz-que-vai-torcer-para-que-mulheres-peguem-zika-antes-da-idade-fertil,10000006972",politica,13 de janeiro de 2016 ,513,433,222,0,2,79,6,117,22,30,10,0,0,23,2.75862,2227,14.931,5.14319,0.0138568,0.265306,0.512702,3339
"Por Patrícia Teixeira, G1 Campinas e Região ",https://g1.globo.com/sp/campinas-regiao/noticia/com-problemas-na-saude-educacao-e-cultura-prefeitura-de-campinas-promete-50-medidas-em-2-meses.ghtml,politica,28/03/2018 12h57 ,1327,1167,511,None,8,135,2,383,56,28,26,0,0,20,2.90909,5667,21.2182,4.85604,0.0017138,0.162162,0.437875,3340
"Por Manoela Albuquerque e Viviane Machado, G1 ES ",https://g1.globo.com/espirito-santo/noticia/crise-na-seguranca-faz-6-meses-e-g1-mostra-a-resposta-do-governo-a-onu-e-a-realidade-de-vitimas-e-pms-no-es.ghtml,tv_celebridades,04/08/2017 06h00 ,3318,2931,1017,None,59,424,11,868,121,115,67,1,3,114,2.58,14632,19.54,4.99215,0.00034118,0.182663,0.346981,3341
Por G1 ,https://g1.globo.com/pop-arte/noticia/oprah-winfrey-esta-pensando-ativamente-em-concorrer-a-presidencia-dos-eua-diz-tv.ghtml,tv_celebridades,08/01/2018 15h39 ,1271,1139,556,None,5,208,7,276,43,67,20,24,15,156,2.0625,5405,17.7969,4.74539,0.0,0.227273,0.488147,3342
"Por Leslie Leitão, Tiago Eltz e Sherman Costa, TV Globo ",https://g1.globo.com/rj/rio-de-janeiro/noticia/da-pacata-st-lucie-barbieri-mandou-quase-12-mil-fuzis-e-300-mil-municoes-para-a-guerra-carioca.ghtml,tv_celebridades,06/03/2018 06h00 ,2517,2201,932,0,21,327,3,626,99,111,41,2,0,140,2.28986,10287,15.9493,4.67378,0.000908678,0.220357,0.423444,3343
"Por Thays Estarque, G1 PE ",https://g1.globo.com/pe/pernambuco/carnaval/2018/noticia/carnaval-2018-recife-anuncia-programacao.ghtml,tv_celebridades,09/01/2018 10h37 ,1811,1524,643,None,0,170,1,492,50,41,31,0,1,46,3.63291,7130,19.2911,4.67848,0.000656168,0.137462,0.421916,3344
"ricardo brandt, julia affonso e fausto macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/delator-entrega-registro-de-hotel-para-comprovar-reuniao-com-palocci/,politica,12 de janeiro de 2016 ,1512,1323,561,0,25,218,10,338,45,61,32,3,0,90,3.78,6319,26.46,4.77627,0.00453515,0.190647,0.424036,3345
Por G1 Sorocaba e Jundiaí ,https://g1.globo.com/sao-paulo/sorocaba-jundiai/noticia/imagens-mostram-acao-da-pf-que-prendeu-ex-presidente-da-petrobras-e-do-banco-do-brasil.ghtml,politica,27/07/2017 09h33 ,805,709,337,None,15,102,2,211,18,23,16,0,0,25,2.82353,3471,20.8529,4.89563,0.0,0.13099,0.475317,3346
"Por Raquel Morais, G1 DF ",https://g1.globo.com/distrito-federal/noticia/dia-do-teatro-acessivel-e-celebrado-pela-1-vez-no-pais-tata-werneck-e-mae-militam-na-causa.ghtml,politica,19/09/2017 05h15 ,1772,1523,661,0,0,283,12,384,72,95,32,11,0,131,2.86207,7433,17.5057,4.8805,0.000656599,0.250375,0.434012,3347
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/segunda-feira-23-de-outubro-de-2017.ghtml,politica,23/10/2017 19h52 ,911,814,454,0,4,125,2,239,36,28,19,0,0,30,1.86538,3873,15.6538,4.75799,0.0012285,0.175824,0.55774,3348
Por G1 São Paulo ,https://g1.globo.com/sao-paulo/noticia/delator-da-odebrecht-que-citou-politicos-paulistas-e-engenheiro-civil-e-ajudava-empresa-a-conquistar-obras.ghtml,tv_celebridades,17/04/2017 13h05 ,2104,1816,715,None,5,251,5,524,75,104,27,14,1,128,3.46988,9094,21.8795,5.00771,0.00110132,0.230968,0.393722,3349
Herton Escobar ,http://ciencia.estadao.com.br/blogs/herton-escobar/a-ciencia-brasileira-na-uti-2/,politica,28 de agosto de 2016 ,3512,2956,1055,0,41,477,16,794,164,149,60,0,3,160,3.475,15001,18.475,5.07476,0.00067659,0.246263,0.356901,3350
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/o-sertao-eterno-em-xilo/,politica,30 de janeiro de 2018 ,1068,921,541,0,1,81,1,321,65,33,6,0,0,47,5.65385,4454,35.4231,4.83605,0.00325733,0.243781,0.587405,3351
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/para-manter-como-esta/,politica,21 de agosto de 2017 ,2303,2013,960,0,10,287,5,593,114,101,40,3,3,109,3.08511,9903,21.4149,4.91952,0.00397417,0.244318,0.4769,3352
"Julia Affonso, Luiz Vassallo e Fábio Serapião ",http://politica.estadao.com.br/blogs/fausto-macedo/mudanca-na-cupula-da-pf-nao-poe-em-risco-a-lava-jato-avaliam-especialistas/,politica,28 de fevereiro de 2018 ,1184,1030,501,0,11,118,4,298,65,43,17,2,0,67,4.4,5333,29.4286,5.17767,0.000970874,0.259615,0.486408,3353
"Por Marina Franco, G1 ",https://g1.globo.com/mundo/noticia/brasil-tem-86-mil-estrangeiros-aguardando-resposta-sobre-refugio-e-14-funcionarios-para-avaliar-pedidos.ghtml,tv_celebridades,03/03/2018 13h15 ,1643,1450,602,0,6,256,6,394,64,78,34,4,2,94,2.21839,6779,16.6667,4.67517,0.0,0.218462,0.415172,3354
Julia Affonso e Luiz Vassallo ,http://politica.estadao.com.br/blogs/fausto-macedo/procurador-que-investigou-auxilio-moradia-de-bretas-tambem-quis-beneficio/,politica,30 de janeiro de 2018 ,1721,1498,688,0,14,251,14,372,75,87,41,5,0,131,3.18571,7477,21.4,4.99132,0.00534045,0.260032,0.459279,3355
Por BBC ,https://g1.globo.com/economia/noticia/o-que-acontece-se-a-reforma-da-previdencia-nao-passar.ghtml,politica,19/02/2018 08h53 ,1548,1315,585,0,9,195,12,365,76,74,34,0,0,74,4.7551,6403,26.8367,4.8692,0.0,0.267857,0.444867,3356
Por G1 ,https://g1.globo.com/mundo/noticia/comey-diz-nao-ter-duvidas-de-que-a-russia-interferiu-em-eleicao-americana.ghtml,politica,08/06/2017 11h25 ,1087,935,416,0,10,183,12,249,32,52,27,7,0,68,3.04,4618,18.7,4.93904,0.0,0.194444,0.44492,3357
"Katia Geiling, O Estado de S.Paulo ","http://alias.estadao.com.br/noticias/geral,serenidade-no-caos,10000017353",sociedade_cotidiano,21 de fevereiro de 2016 ,2441,2168,1000,0,6,397,17,559,127,145,47,4,1,187,2.275,10353,18.0667,4.77537,0.00276753,0.284519,0.461255,3358
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-1-de-marco-de-2018.ghtml,politica,01/03/2018 20h03 ,825,722,407,0,19,105,10,209,34,29,18,0,0,27,2.64103,3445,18.5128,4.77147,0.00415512,0.200637,0.563712,3359
"Por Samuel Nunes, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/lula-outros-seis-reus-entregam-alegacoes-finais-em-processo-sobre-triplex-no-guaruja.ghtml,politica,20/06/2017 22h34 ,1060,939,388,None,21,140,6,278,40,34,21,1,1,51,2.57447,4580,19.9787,4.87753,0.0,0.177033,0.413206,3360
O Estado de S.Paulo ,"http://esportes.estadao.com.br/noticias/jogos-olimpicos,ainda-nao-da-para-ganhar-medalha,10000066119",sociedade_cotidiano,01 de agosto de 2016 ,2758,2432,1105,0,5,356,13,672,168,141,45,0,1,134,2.7395,12024,20.437,4.94408,0.00123355,0.300584,0.454359,3361
"Pedro Venceslau, ENVIADO ESPECIAL , O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,isolado-aecio-sofre-resistencia-em-minas,70002222005",tv_celebridades,10 de março de 2018 ,795,693,369,0,7,123,3,212,36,35,20,2,1,40,2.91429,3427,19.8,4.94517,0.0,0.21194,0.532468,3362
"Por Clara Velasco e Gabriela Caesar, G1 ",https://g1.globo.com/monitor-da-violencia/noticia/em-um-ano-n-de-presos-provisorios-cai-mas-prisoes-do-pais-seguem-70-acima-da-capacidade.ghtml,politica,22/02/2018 06h24 ,1966,1703,717,None,51,205,3,489,85,67,30,0,0,61,3.16867,8163,20.5181,4.79331,0.000587199,0.21902,0.421022,3363
Por BBC ,https://g1.globo.com/bemestar/noticia/ela-tem-tanta-dor-que-so-quer-morrer-a-jovem-de-19-que-pede-eutanasia-e-causa-polemica-no-chile.ghtml,sociedade_cotidiano,13/02/2018 18h24 ,1583,1390,563,None,2,217,7,355,90,92,21,0,3,125,3.78431,6685,27.2549,4.80935,0.000719424,0.318182,0.405036,3364
"José Fucs, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,governado-pelo-pt-ceara-vira-exemplo-de-gestao-fiscal,70002221344",tv_celebridades,11 de março de 2018 ,1861,1593,723,0,7,216,6,448,112,74,23,1,1,91,4.62069,7907,27.4655,4.96359,0.0,0.28012,0.453861,3365
"Por Renan Ramalho e Maria Fernanda Erdelyi, G1, Brasília ",https://g1.globo.com/politica/noticia/pedidos-de-vista-suspendem-50-julgamentos-neste-ano-no-supremo.ghtml,tv_celebridades,30/12/2017 20h03 ,1371,1191,511,None,17,205,8,299,51,99,21,0,0,75,3.46154,5801,22.9038,4.8707,0.00167926,0.297619,0.429051,3366
"Por Cíntia Paes, G1 MG, Belo Horizonte ",https://g1.globo.com/minas-gerais/noticia/celas-pequenas-e-banho-de-sol-a-rotina-de-andrea-neves-frederico-pacheco-e-mendherson-lima-em-um-mes-de-prisao.ghtml,politica,18/06/2017 06h00 ,2299,2023,740,0,26,258,5,605,82,63,43,0,0,87,3.40741,9676,24.9753,4.783,0.0,0.168019,0.365793,3367
"Anne Warth, Daiene Cardoso, Felipe Frazão e Pedro Venceslau, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,psdb-elege-alckmin-a-presidencia-do-partido,70002114212",politica,09 de dezembro de 2017 ,1177,978,493,None,22,128,1,341,49,26,10,1,2,37,3.90196,4725,19.1765,4.83129,0.00408998,0.159915,0.50409,3368
"Por Flávia Cristini, G1 MG e TV Globo ",https://g1.globo.com/minas-gerais/desastre-ambiental-em-mariana/noticia/nenhuma-licao-aprendida-pelo-poder-publico-diz-procurador-apos-dois-anos-da-tragedia-de-mariana.ghtml,politica,06/11/2017 12h50 ,2686,2366,864,0,24,341,24,655,113,91,48,2,6,129,3.33333,12093,24.6458,5.11116,0.00126796,0.204819,0.365173,3369
"Por G1, Brasília ",https://g1.globo.com/politica/noticia/delegado-fernando-segovia-assumira-comando-da-pf-no-lugar-de-leandro-daiello.ghtml,politica,08/11/2017 15h28 ,633,564,258,0,12,56,2,180,18,16,2,0,0,16,2.55556,2810,20.8889,4.98227,0.0,0.144068,0.457447,3370
"Por Alexandro Martello, G1, Brasília ",https://g1.globo.com/economia/noticia/valor-do-salario-minimo-nao-e-objeto-de-opiniao-ou-vontade-e-de-seguir-a-lei-diz-meirelles.ghtml,economia,31/10/2017 13h58 ,690,581,270,0,12,77,3,157,30,28,11,0,0,21,3.51613,2656,18.7419,4.57143,0.0,0.247863,0.464716,3371
"Por Jornal Nacional e G1, Brasília ",https://g1.globo.com/politica/noticia/joesley-diz-em-depoimento-que-tem-gravacoes-ainda-nao-entregues-a-pgr.ghtml,tv_celebridades,11/09/2017 21h16 ,1215,1085,403,None,11,197,3,285,24,68,25,0,1,72,3.09524,5230,25.8333,4.82028,0.00276498,0.190871,0.371429,3372
Marcia Triunfol ,http://sustentabilidade.estadao.com.br/blogs/marcia-triunfol/camundongo-humanizado-exercitando-os-limites-da-tecnologia-falhando-na-cura-para-hepatites-c/,tv_celebridades,30 de julho de 2017 ,1070,999,440,None,10,176,12,253,75,61,36,0,1,88,1.91892,5003,27.0,5.00801,0.0,0.317016,0.44044,3373
"Por Ana Carolina Moreno, G1 ",https://g1.globo.com/pop-arte/noticia/maria-valeria-rezende-vence-o-premio-sao-paulo-de-literatura-2017.ghtml,tv_celebridades,07/11/2017 11h52 ,1825,1580,784,0,3,199,5,413,95,85,16,11,0,145,4.53704,7596,29.2593,4.80759,0.00253165,0.294118,0.496203,3374
"Por Fernanda Calgaro, Alessandra Modzeleski e Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/confira-20-temas-polemicos-que-aguardam-deputados-e-senadores-apos-o-fim-do-recesso.ghtml,politica,08/01/2018 05h00 ,2109,1843,735,0,30,297,9,567,103,64,56,0,0,53,2.77083,9103,19.1979,4.93923,0.000542594,0.193287,0.398806,3375
"Por Luiza Garonce, G1 DF ",https://g1.globo.com/distrito-federal/noticia/antes-de-show-no-df-rico-dalasam-fala-ao-g1-sobre-carreira-e-treta-com-pabllo-vittar.ghtml,politica,05/08/2017 18h12 ,1633,1401,628,None,8,212,9,390,65,71,23,10,0,127,3.09333,6443,18.68,4.59886,0.0171306,0.225914,0.448251,3376
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/insulto-de-natal/,politica,28 de dezembro de 2017 ,2235,1957,832,0,17,265,9,582,112,83,27,1,0,99,3.30952,9972,23.2976,5.09555,0.00255493,0.230224,0.425141,3377
"Rafael Franco / enviado especial à Cidade do México, Estadão Conteúdo ","http://esportes.estadao.com.br/noticias/geral,fenomeno-jessica-long-amplia-saga-gloriosa-com-8-ouros-no-mexico,70002113536",sociedade_cotidiano,08 de dezembro de 2017 ,1220,1100,549,0,8,155,3,275,74,68,25,6,0,94,2.85714,5324,26.1905,4.84,0.00181818,0.330233,0.499091,3378
"Por Guilherme Mazui e Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/de-volta-ao-brasil-temer-discute-com-ministros-novas-gravacoes-de-delatores.ghtml,tv_celebridades,06/09/2017 14h15 ,1303,1144,527,0,24,169,2,348,47,31,26,2,0,58,3.78571,5683,27.2381,4.96766,0.0,0.15087,0.460664,3379
Ricardo Brandt e Julia Affonso ,http://politica.estadao.com.br/blogs/fausto-macedo/fraude-na-brf-nao-era-so-nos-laudos-mas-em-todo-processo-de-vistoria-e-visitas-diz-ex-funcionaria/,economia,05 de março de 2018 ,2102,1893,763,0,42,228,7,595,138,46,31,0,0,72,2.67949,10348,24.2692,5.46646,0.00369783,0.223572,0.403064,3380
"Por Felipe Grandim, Marco Antônio Martins e Nicolás Satriano, G1 Rio ",https://g1.globo.com/rj/rio-de-janeiro/noticia/crise-falencia-de-upps-banalizacao-de-fuzis-violencia-na-folia-veja-motivos-que-levaram-a-intervencao-federal-no-rj.ghtml,politica,17/02/2018 05h00 ,2113,1853,844,0,18,235,8,575,101,90,24,3,1,76,2.76596,9164,19.7128,4.94549,0.001619,0.235802,0.455478,3381
"Por G1 PA, Belém ",https://g1.globo.com/pa/para/noticia/aluno-da-ufpa-e-selecionado-como-embaixador-brasileiro-em-universidade-americana.ghtml,tv_celebridades,14/01/2018 18h18 ,281,253,148,None,3,49,2,65,21,6,4,0,0,13,2.0,1455,18.0714,5.75099,0.00395257,0.236842,0.58498,3382
Por BBC ,https://g1.globo.com/economia/tecnologia/noticia/algoritmos-das-rede-sociais-promovem-preconceito-e-desigualdade-diz-matematica-de-harvard.ghtml,tv_celebridades,24/12/2017 15h41 ,2140,1899,769,0,10,395,21,449,105,132,72,20,8,194,2.33981,9467,18.4369,4.98526,0.00579252,0.280806,0.40495,3383
Por G1 ,https://g1.globo.com/mundo/noticia/chile-vai-as-urnas-para-eleger-sucessor-de-bachelet-com-ex-presidente-pinera-como-favorito.ghtml,tv_celebridades,19/11/2017 00h30 ,1124,997,478,0,5,109,4,301,66,31,10,0,0,48,3.34211,4904,26.2368,4.91876,0.0,0.236585,0.479438,3384
"Por Karina Trevizan e Darlan Alvarenga, G1 ",https://g1.globo.com/economia/noticia/sp-rebaixa-nota-do-brasil.ghtml,politica,11/01/2018 20h03 ,975,843,386,0,4,88,5,262,60,29,6,0,0,23,3.66667,4239,23.4167,5.02847,0.00474496,0.254286,0.457888,3385
"Por Camila Bomfim, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/segovia-escolhe-ex-assessor-parlamentar-da-pf-para-ser-chefe-de-gabinete.ghtml,politica,14/11/2017 18h38 ,225,208,115,0,8,26,0,69,12,4,5,0,0,6,1.21429,1062,14.8571,5.10577,0.0,0.168421,0.552885,3386
"Por Caio Fulgêncio, G1 AC, Rio Branco ",https://g1.globo.com/ac/acre/noticia/com-104-mil-membros-grupo-no-facebook-tenta-decodificar-livros-de-jovem-desaparecido-no-ac.ghtml,economia,14/04/2017 17h00 ,836,712,362,None,2,124,7,190,30,41,23,1,0,44,3.17949,3394,18.2564,4.76685,0.00280899,0.226115,0.508427,3387
"Por Tatiana Santiago, G1 São Paulo ",https://g1.globo.com/sao-paulo/noticia/doria-deixa-promessas-de-campanha-de-fora-do-plano-de-metas.ghtml,politica,31/03/2017 06h34 ,1928,1697,700,0,16,198,6,519,125,47,21,0,0,55,4.44231,8478,32.6346,4.99587,0.0,0.239888,0.412493,3388
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/segunda-feira-22-de-janeiro-de-2018.ghtml,tv_celebridades,22/01/2018 19h30 ,791,692,414,0,6,100,5,205,39,30,15,0,0,26,2.475,3312,17.3,4.78613,0.00289017,0.22623,0.598266,3389
Por Deutsche Welle ,https://g1.globo.com/mundo/noticia/ha-75-anos-brasil-declarava-guerra-a-alemanha.ghtml,politica,22/08/2017 19h25 ,1418,1236,558,None,6,163,3,377,76,63,31,0,0,53,2.8,6172,19.0154,4.99353,0.000809062,0.257407,0.451456,3390
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/entregues-as-baratas/,tv_celebridades,23 de janeiro de 2017 ,1310,1153,638,0,12,163,3,328,68,58,15,0,1,65,3.48889,5657,25.6222,4.90633,0.0,0.256619,0.553339,3391
Por BBC ,https://g1.globo.com/economia/tecnologia/noticia/estou-sendo-usado-como-bode-expiatorio-o-que-diz-o-academico-de-cambridge-pivo-de-escandalo-do-facebook.ghtml,politica,21/03/2018 13h40 ,1149,1035,458,None,8,175,7,282,41,39,30,1,2,67,2.65116,5271,24.0698,5.09275,0.00193237,0.175055,0.442512,3392
"Caio Sartori, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,analistas-veem-tiros-contra-caravana-de-lula-como-ameaca-a-democracia-no-ano-eleitoral,70002245879",tv_celebridades,28 de março de 2018 ,716,613,330,0,4,101,3,172,34,35,10,0,4,43,3.32258,2998,19.7742,4.8907,0.00489396,0.252747,0.538336,3393
