indice,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
1681,992,874,444,14,105,1,265,45,27,11,0,0,38,3.02564,4263,22.4103,4.8775699999999995,0.0,0.0,7.0,0.0032630350906401877,0.004809872493044371,0.0045439440048843,0.004106324518584764,TRUE
1682,2685,2227,926,23,230,3,712,121,49,33,0,0,58,4.16364,10149,20.2455,4.55725,0.00404131,0.30000001192092896,38.70000076293945,0.0020672341977329687,0.0013324488458844525,0.0015053311847926427,0.001390562929869206,TRUE
1683,496,431,235,1,72,4,116,7,17,9,0,4,36,2.6,1960,17.24,4.54756,0.0,0.0,5.699999809265138,0.012423547640950845,0.011701658325777813,0.014879048668912478,0.008607552474131808,TRUE
1684,1620,1441,665,11,204,8,454,46,34,26,1,0,60,2.32468,6695,18.7143,4.64608,0.0104094,0.10000000149011612,17.600000381469727,0.002574867531198116,0.0028079018315852237,0.0019388301651425926,0.001912841694946918,TRUE
1685,1977,1735,667,3,290,11,460,107,115,55,6,0,116,2.54737,8508,18.2632,4.90375,0.0,0.0,22.60000038146973,0.002814134424980516,0.0023278401102729595,0.002738714811604713,0.0017740179547045785,TRUE
1686,796,689,306,3,164,6,147,31,43,20,10,0,68,2.32609,2963,14.9783,4.30044,0.0,0.0,8.899999618530273,0.00889780226862058,0.0066657764992366225,0.0070580435761560985,0.0062594352156280526,TRUE
1687,1590,1449,543,30,128,5,496,113,25,15,0,0,27,4.028569999999999,7929,41.4,5.47205,0.00414079,0.10000000149011612,8.699999809265138,0.002389754458586229,0.001414737761700274,0.002525453934474487,0.002412613860514918,TRUE
1688,1501,1274,650,7,203,6,341,102,92,26,3,3,80,3.02667,6298,16.9867,4.94349,0.00156986,0.10000000149011612,20.5,0.0024747149511841282,0.004255522149371734,0.0017596282311441265,0.003907660736655027,TRUE
1689,2260,1931,846,14,306,10,522,144,91,42,1,0,143,3.5,10052,20.5426,5.20559,0.00103573,0.0,20.0,0.002043082332910182,0.0034555950347566976,0.0017301217700481757,0.0018596609808045669,TRUE
1690,1697,1538,601,3,324,12,321,79,112,46,9,2,167,2.48438,7180,24.0312,4.6684,0.0,0.10000000149011612,22.100000381469727,0.001912570975132679,0.0041817332967184475,0.003506742417812348,0.0045090302966813425,TRUE
1691,371,324,182,5,36,1,100,15,15,7,0,0,6,2.61111,1599,18.0,4.93518,0.0,0.10000000149011612,2.400000095367432,0.01012317459875097,0.012737511377781629,0.014717454090714456,0.01121109721827365,TRUE
1692,699,614,378,29,97,5,194,19,32,13,1,0,25,2.07317,3021,14.9756,4.9202,0.00651466,0.0,7.5,0.004514342814218253,0.0034490214660763737,0.005637416969342479,0.006376710545737296,TRUE
1693,530,469,242,10,51,1,145,17,16,6,0,0,11,2.54167,2315,19.5417,4.936030000000001,0.00426439,0.0,2.900000095367432,0.010275989699249085,0.007671154579147695,0.007342394581064581,0.005999858391338161,TRUE
1694,998,858,488,3,144,3,242,46,45,14,0,0,68,2.41379,3947,14.7931,4.600230000000001,0.0046619999999999995,0.10000000149011612,15.399999618530273,0.003916389998738413,0.007495355093851685,0.0035086633611677424,0.004510601338175735,TRUE
1695,1665,1472,612,3,272,6,385,68,75,43,0,6,113,2.47436,7305,18.8718,4.96264,0.00271739,0.0,17.700000762939453,0.0015453009965473456,0.004434473317814991,0.002372287465342587,0.0024763223235546,TRUE
1696,241,210,121,2,30,0,64,7,10,7,0,0,5,2.38462,1050,16.1538,5.0,0.0,0.0,1.6000000238418581,0.014175133186985147,0.017582692930267915,0.01669371360912919,0.01704970165155828,TRUE
1697,1918,1646,708,13,337,9,430,137,100,54,1,2,122,2.0451099999999998,8064,12.3759,4.89915,0.000607533,0.0,39.900001525878906,0.00218263518375655,0.0031897551717089585,0.004195958545262163,0.0028669443672697525,TRUE
1698,590,518,254,9,68,5,163,22,15,15,0,0,11,3.0,2514,21.5833,4.853280000000001,0.0,0.0,3.2999999523162837,0.006677734432742,0.008236761437729001,0.0050584047199472,0.007054208345445139,TRUE
1699,1816,1580,756,22,241,6,440,74,87,25,0,0,90,3.2328799999999998,7730,21.6438,4.89241,0.000632911,0.0,13.600000381469727,0.0025015445678050053,0.0031341985397210174,0.001994345548714941,0.001930647952299889,TRUE
1700,2481,2148,915,20,314,7,618,101,115,47,4,2,110,2.6639999999999997,10577,17.184,4.924119999999999,0.0,0.0,24.5,0.001711099477168838,0.0017321577000653965,0.001496001394972315,0.0016965273626136862,TRUE
1701,1100,951,445,4,150,2,273,49,37,21,0,5,59,3.23913,4696,20.6739,4.9379599999999995,0.0,0.0,7.5999999046325675,0.002939759888836453,0.004152324167080224,0.003711865525818556,0.0044598315507755615,TRUE
1702,3133,2738,735,22,356,1,824,70,89,93,0,0,57,2.99242,11954,20.7424,4.36596,0.00146092,0.0,17.100000381469727,0.0025038859566508267,0.0014356830780391312,0.0012415541253479507,0.0010361374858465946,TRUE
1703,1482,1279,597,4,251,4,322,52,69,27,10,4,112,3.32787,5983,20.9672,4.6778699999999995,0.00156372,0.10000000149011612,15.600000381469727,0.002538744123066189,0.003241470392542676,0.002667222478934987,0.0031366019070720725,TRUE
1704,713,603,338,11,111,1,153,39,30,20,1,2,44,2.82051,2987,15.4615,4.95357,0.00165837,0.0,8.0,0.006512448700959793,0.0051649046568747825,0.0068246349202174894,0.007393565040547402,TRUE
1705,1961,1702,752,14,318,3,475,84,71,49,11,0,99,2.27193,8593,14.9298,5.048769999999999,0.00235018,0.0,25.5,0.0018710405856836585,0.0034467312972992657,0.001028390645256473,0.003674928768305108,TRUE
1706,1749,1527,705,14,254,3,382,102,120,35,22,18,148,2.3617,7140,16.2447,4.67584,0.0137525,0.0,26.399999618530273,0.0029029983044084576,0.003412446224088357,0.00408859383314848,0.0030292581080230982,TRUE
1707,827,737,424,7,107,5,208,38,21,19,0,0,34,2.5,3322,20.4722,4.50746,0.00135685,0.0,8.100000381469728,0.005880963495001197,0.004535621461017351,0.0052949785083336275,0.005804850458528618,TRUE
1708,972,842,442,0,109,5,245,59,35,13,1,0,37,3.33333,4179,21.5897,4.96318,0.0023753,0.0,5.400000095367432,0.0048158433391816075,0.0040796511101588205,0.004579493892379105,0.005584523379802704,TRUE
1709,1307,1145,507,18,197,14,327,46,51,36,3,0,82,2.8928599999999998,5628,20.4464,4.91528,0.00436681,0.0,10.300000190734863,0.002574107716403281,0.006267515903649231,0.002891119813284604,0.001840755123079621,TRUE
1710,922,784,378,4,124,8,231,44,25,14,0,3,60,3.13636,4009,17.8182,5.113519999999999,0.00127551,0.0,5.400000095367432,0.005371692823246121,0.005361348701020082,0.00408348094274783,0.0034785589139739227,TRUE
1711,1097,935,417,8,164,8,253,55,54,28,3,2,46,3.11538,4554,17.9808,4.87059,0.00106952,0.10000000149011612,11.699999809265135,0.0049630615942399285,0.003215078563828553,0.003449467709288001,0.0054583220781447995,TRUE
1712,972,849,409,4,110,4,203,76,56,15,0,0,74,4.1,4292,28.3,5.05536,0.0,0.0,8.0,0.005431504047010094,0.009530014451593159,0.005776197985849447,0.004220910629050599,TRUE
1713,797,707,425,12,110,3,208,35,26,19,0,0,24,2.19512,3441,17.2439,4.86704,0.00707214,0.0,8.899999618530273,0.005572070126180296,0.0047274725252969396,0.0035634010647689657,0.005796585599646757,TRUE
1714,612,530,331,1,59,4,155,25,17,8,2,0,35,4.55556,2479,29.4444,4.67736,0.00188679,0.10000000149011612,4.300000190734863,0.006618032374212312,0.008369484421564266,0.003151713210778932,0.004549181945289352,TRUE
1715,990,874,410,8,149,6,248,43,37,22,0,0,56,4.14286,4443,31.2143,5.08352,0.00228833,0.0,2.5999999046325684,0.004071216469592586,0.003072104533202946,0.0031006130567916177,0.005068218823249354,TRUE
1716,780,676,370,21,103,3,194,23,22,16,0,0,22,2.97143,3265,19.3143,4.82988,0.0,0.0,6.5,0.005994650668331555,0.0057573195292868395,0.005804155124351383,0.00689619270887113,TRUE
1717,421,386,208,2,58,0,118,33,15,11,0,0,19,2.05882,1976,22.7059,5.1191699999999996,0.0,0.0,2.400000095367432,0.006344398161253104,0.008881529902710635,0.011655995023569891,0.007956257819508513,TRUE
1718,1552,1373,643,10,231,8,360,98,82,38,1,1,77,2.55714,6722,19.6143,4.89585,0.014566599999999999,0.20000000298023224,19.899999618530273,0.0028599874985534264,0.0020492926173444307,0.0032868040165070587,0.002104365084960591,TRUE
1719,850,718,432,9,113,10,206,61,34,17,1,0,72,3.56757,3522,19.4054,4.90529,0.0125348,0.0,15.199999809265135,0.0035139144830671804,0.005058183184398028,0.003493740689009428,0.00366280919968568,TRUE
1720,2252,1928,692,4,372,22,490,127,137,57,3,2,173,2.94545,9285,17.5273,4.815869999999999,0.000518672,-0.10000000149011612,34.0,0.0019529992149823077,0.0018022230079007004,0.0017190086821626336,0.0026383780878536677,TRUE
1721,984,868,408,5,108,2,264,38,34,15,0,0,23,2.5217400000000003,4235,18.8696,4.87903,0.00115207,0.10000000149011612,9.100000381469727,0.0036428606280506674,0.0051029682476332215,0.004869592578514763,0.004608382959850133,TRUE
1722,1478,1276,571,5,220,11,351,86,75,31,1,1,83,2.40476,6316,15.1905,4.94984,0.0015674,0.0,19.899999618530273,0.002500149388950257,0.0045680541661567995,0.0034665168301823237,0.0034302231953396195,TRUE
1723,1839,1612,633,23,272,10,420,94,58,36,0,6,81,2.98684,8322,21.2105,5.16253,0.00310174,0.0,15.100000381469727,0.0024617194219238377,0.003464471976622008,0.0021240023640490577,0.002403725621426541,TRUE
1724,1187,1028,555,19,185,8,284,63,52,31,1,0,49,2.48438,5074,16.0625,4.9358,0.00680934,0.10000000149011612,17.399999618530273,0.002248418811220853,0.002725443294779821,0.0020744016837852537,0.003695246860540162,TRUE
1725,774,689,311,12,110,7,213,31,30,13,0,0,23,2.65625,3402,21.5312,4.93759,0.0,0.0,6.4000000953674325,0.005365590114620919,0.0078468587349302,0.006788501801731234,0.004647239906395354,TRUE
1726,732,618,295,0,121,3,158,18,29,23,7,1,55,3.9310300000000002,2852,21.3103,4.61489,0.0,0.0,4.300000190734863,0.008515566901769491,0.005471202178991267,0.006020252929172582,0.007719298126176,TRUE
1727,821,723,427,9,94,2,217,33,20,11,0,0,23,2.33333,3350,17.2143,4.63347,0.00138313,0.10000000149011612,9.100000381469727,0.004977342421905353,0.005015935650310264,0.003441040965673678,0.004523224270372999,TRUE
1728,408,364,197,5,55,1,110,13,14,7,0,0,20,1.83333,1693,15.1667,4.6511,0.0,0.0,5.599999904632568,0.007448373238245645,0.016488877590745687,0.005370391931916986,0.009710998579976149,TRUE
1729,1031,927,496,9,132,12,263,56,46,11,0,0,64,3.58621,4663,31.9655,5.0302,0.0021575,0.20000000298023224,11.100000381469727,0.00362697504831224,0.00430714956484735,0.0030114534427411856,0.0036465020526609405,TRUE
1730,1324,1152,568,3,146,5,318,100,60,17,3,0,78,3.44,5706,23.04,4.953119999999999,0.0,0.10000000149011612,12.199999809265135,0.002218317664560995,0.0016305823062014366,0.0015383839573977248,0.003467651569354889,TRUE
1731,2725,2425,839,35,418,26,600,141,149,63,6,1,231,2.9703,11723,24.0099,4.834230000000001,0.0,0.0,28.60000038146973,0.001761111602328518,0.0012867421424339733,0.002352704872538773,0.001674618546802328,TRUE
1732,754,663,331,1,128,4,164,21,29,25,7,3,40,2.52778,3080,18.4167,4.64555,0.0,0.0,7.0,0.0075412870085399064,0.011034511999847988,0.011102211545221508,0.00577540042447961,TRUE
1733,801,691,350,1,126,0,199,28,34,22,0,0,37,2.5,3304,15.7045,4.78148,0.0,0.0,7.699999809265138,0.006475387793034314,0.0038319442537613213,0.005585834217656936,0.007204760508362338,TRUE
1734,925,802,475,12,111,4,245,39,38,19,1,0,36,2.73333,3902,17.8222,4.86534,0.00997506,0.10000000149011612,11.300000190734865,0.005071499089642269,0.005377732566557825,0.004602591827278957,0.003629497746459958,TRUE
1735,2226,1990,874,11,297,11,606,107,94,33,1,0,96,2.71264,9837,22.8736,4.943219999999999,0.00301508,0.0,21.0,0.001766272015326346,0.0019015863523236477,0.0018600261025532184,0.0017070228912646078,TRUE
1736,946,813,381,0,135,4,222,30,38,24,2,0,41,2.9555599999999997,3923,18.0667,4.82534,0.0,0.0,7.0,0.004292376668724631,0.0038322612720852103,0.008149441459681838,0.004651853369068704,TRUE
1737,1378,1202,477,22,210,8,303,31,65,30,3,2,74,3.32075,5747,22.6792,4.7812,0.00166389,0.0,11.699999809265135,0.00338988596851733,0.003001313443140437,0.0052729732170701035,0.004004948622375532,TRUE
1738,847,736,349,5,155,1,181,19,43,24,1,2,48,2.5814,3214,17.1163,4.36685,0.0,0.0,13.600000381469727,0.003576463748080035,0.008354477648390457,0.005774133277802982,0.0060187059092438894,TRUE
1739,681,587,292,3,60,0,177,30,21,11,0,0,13,2.84848,2781,17.7879,4.73765,0.00170358,0.0,5.0,0.009654979279730469,0.00615582219325006,0.0056627986021339895,0.006151938914424843,TRUE
1740,1680,1462,648,4,182,10,413,132,55,15,0,0,66,4.54167,8003,30.4583,5.47401,0.000683995,0.0,9.399999618530273,0.002155583597616189,0.0027355396388364693,0.003682714657660461,0.0033572424666393394,TRUE
1741,884,796,443,15,106,5,235,54,35,15,0,0,33,2.09524,3874,18.9524,4.86683,0.00376884,0.10000000149011612,9.899999618530273,0.004454596742131823,0.00381841027798752,0.004396416919512881,0.004411193936203536,TRUE
1742,633,540,267,4,80,2,161,19,26,13,1,0,19,3.2069,2572,18.6207,4.76296,0.00185185,0.0,3.7999999523162837,0.0070234265178442,0.0033693231176584962,0.006416221692537268,0.006787790108079973,TRUE
1743,808,725,371,6,99,2,213,29,24,18,0,0,24,2.59375,3443,22.6562,4.74897,0.00137931,0.0,6.300000190734862,0.0039607491530478,0.005596697824358037,0.003424850279568798,0.003754551614154921,TRUE
1744,1090,946,454,1,134,3,264,58,37,19,0,0,30,3.0,4787,19.7083,5.06025,0.00105708,0.10000000149011612,9.399999618530273,0.003829286970560336,0.004423375686873561,0.0034853442407706205,0.0035875371036430204,TRUE
1745,3439,2876,1166,13,264,6,945,146,50,32,0,0,78,4.17037,13619,21.3037,4.7354,0.00417246,0.30000001192092896,48.4000015258789,0.0013878101761333813,0.0010323545600560745,0.0009308982390298774,0.0008985030602935633,TRUE
1746,709,628,318,10,102,1,183,29,27,22,0,0,15,1.88372,3114,14.6047,4.9586,0.00159236,0.0,5.9000000953674325,0.00831217898596679,0.007094199626913502,0.006661925015838018,0.005087991782235341,TRUE
1747,1503,1294,557,6,157,3,349,94,74,20,0,2,98,3.60345,6036,22.3103,4.66461,0.000772798,0.10000000149011612,7.4000000953674325,0.0028218494125587103,0.0026057272843900137,0.0020119052470280703,0.002215780936043105,TRUE
1748,2262,1987,751,46,306,13,527,109,101,45,1,0,106,3.5714300000000003,9695,25.8052,4.87921,0.00100654,0.0,14.100000381469727,0.0017426577213296847,0.0043502259844293185,0.002089661042509039,0.0019516606795756766,TRUE
1749,1287,1124,546,11,146,5,357,42,24,28,0,0,31,2.5873,5383,17.8413,4.78915,0.0,0.0,11.5,0.002316278774927997,0.004421888699818572,0.0023770792509562205,0.002818985392675839,TRUE
1750,1007,872,460,12,107,0,283,50,35,13,0,1,35,3.55263,4325,22.9474,4.95986,0.00344037,0.10000000149011612,7.5999999046325675,0.003740280831345553,0.0026086317375302315,0.003942538998230841,0.004622608816636535,TRUE
1751,1702,1488,667,7,233,10,397,105,88,33,0,0,94,3.10145,7300,21.5652,4.9059099999999995,0.00134409,0.0,14.199999809265135,0.0033686896071726965,0.003653949534054845,0.002542231696015979,0.0022158479394686482,TRUE
1752,895,794,372,16,93,10,242,40,24,15,0,0,27,3.06061,3878,24.0606,4.88413,0.00125945,0.0,3.5,0.00517464650897082,0.003174642182420939,0.003316276338106642,0.005007962664790653,TRUE
1753,1179,1032,507,16,171,1,311,41,17,36,0,0,24,2.625,4888,18.4286,4.73643,0.000968992,0.0,7.800000190734862,0.0031493647494988345,0.004482610522949648,0.002397143343627891,0.003370005430446731,TRUE
1754,3227,2793,1111,25,401,10,758,168,160,56,2,2,147,4.42857,13268,28.5,4.75045,0.00179019,0.10000000149011612,27.5,0.0011985798989265382,0.0007318763219518587,0.0015348564700569767,0.0015668680364753873,TRUE
1755,2009,1756,686,19,341,10,461,106,115,46,34,9,159,2.1623900000000003,8129,15.0085,4.62927,0.00113895,0.0,38.70000076293945,0.0024931095758802253,0.002522287042371023,0.002843759057263064,0.002958021259733609,TRUE
1756,874,740,363,4,127,12,200,30,43,14,2,2,62,3.8285699999999996,3715,21.1429,5.02027,0.0,0.0,7.300000190734862,0.0049804426622965066,0.0038853655423736204,0.005430017918115482,0.0064857722900342205,TRUE
1757,1420,1177,629,1,147,4,345,71,53,13,0,0,87,5.65116,5673,27.3721,4.81988,0.00254885,0.10000000149011612,9.699999809265137,0.002721979037492669,0.00340287112529673,0.0026814317097887397,0.0027445563570717754,TRUE
1758,695,612,316,5,69,0,191,53,18,6,0,1,34,3.77273,3110,27.8182,5.0817,0.00163399,0.0,4.199999809265137,0.005687538735483858,0.006397694075966011,0.004699111005968668,0.006067693254656412,TRUE
1759,816,712,343,11,170,6,173,16,39,29,6,0,50,2.66667,3319,18.2564,4.661519999999999,0.0,0.0,7.800000190734862,0.0056748772407636825,0.004725389845239429,0.007471055618952959,0.004535077608103843,TRUE
1760,1276,1119,470,4,179,5,313,35,60,29,1,0,52,3.01923,5544,21.5192,4.95442,0.0,0.0,10.899999618530273,0.004319105947461839,0.005722508967771907,0.004075837262106412,0.0016267201169214856,TRUE
1761,1341,1188,588,16,181,9,311,81,53,26,1,0,109,3.6428599999999998,5990,28.2857,5.04209,0.0,0.0,12.100000381469727,0.003538886915791679,0.003241379681805318,0.004257029862716221,0.0030215986723002666,TRUE
1762,347,308,173,2,42,1,99,10,11,4,0,0,10,2.6,1496,20.5333,4.85714,0.00324675,0.0,2.0,0.009984464530134574,0.00800957262981683,0.007003721759908579,0.013242936377147478,TRUE
1763,2095,1814,832,0,377,10,468,57,103,58,17,0,160,2.38136,8169,15.3729,4.50331,0.000551268,0.10000000149011612,32.200000762939446,0.0013437883727337148,0.002425912653879178,0.0011416122563079828,0.002601929113898479,TRUE
1764,244,209,123,7,24,0,83,2,7,4,0,0,3,2.33333,1104,13.9333,5.2823,0.0,0.0,1.7999999523162842,0.016945659144160647,0.02205744292587042,0.01613767864182591,0.013346821027384563,TRUE
1765,951,812,414,9,106,4,266,28,25,12,0,0,30,4.34375,4026,25.375,4.958130000000001,0.0,0.10000000149011612,7.800000190734862,0.003574357727421043,0.00907358325396975,0.0040068066494617,0.004867272891873575,TRUE
1766,1742,1540,653,20,211,6,461,54,60,36,3,5,59,3.01493,7671,22.9851,4.98117,0.0025974,0.0,10.300000190734863,0.002110511806677096,0.004058284749690857,0.0026215163246282227,0.002840249576175391,TRUE
1767,1267,1128,508,5,168,6,324,65,37,28,0,2,55,2.67308,5559,21.6923,4.92819,0.0035461,0.10000000149011612,11.199999809265137,0.002135367701620848,0.0024674500472787204,0.0034646360064572138,0.0031901443986785843,TRUE
1768,745,645,347,1,107,6,181,22,40,9,1,0,44,3.0303,2965,19.5455,4.5969,0.0124031,0.30000001192092896,11.899999618530273,0.008725459563235442,0.006457694599197971,0.00747401174157858,0.005929227980474632,TRUE
1769,784,704,317,14,76,3,221,23,20,11,0,0,17,2.58065,3245,22.7097,4.609380000000001,0.00142045,0.0,4.0,0.005623500195797533,0.003582940683426226,0.005369168201771875,0.0038097935196544437,TRUE
1770,724,621,327,0,117,3,169,24,33,18,1,1,42,2.6410299999999998,2976,15.9231,4.792269999999999,0.0,0.0,7.4000000953674325,0.007354167029809427,0.01036955607123673,0.006026595792112251,0.006130016325041653,TRUE
1771,1167,1033,481,10,155,6,263,72,78,28,1,2,48,3.1162799999999997,4896,24.0233,4.73959,0.000968054,0.0,7.300000190734862,0.004125812198830451,0.004424927831860259,0.0034250808031564307,0.002518417207862843,TRUE
1772,1944,1660,736,16,281,13,462,63,61,46,5,9,111,3.3411800000000005,8103,19.5294,4.88133,0.00542169,0.10000000149011612,22.79999923706055,0.002493501617713461,0.002489974689613119,0.0023503138591482674,0.0024286414627567865,TRUE
1773,764,673,410,6,109,3,204,33,21,16,0,0,34,2.275,3197,16.825,4.750369999999999,0.00148588,0.10000000149011612,8.800000190734863,0.005031003556011811,0.004936939012259245,0.004707861766219139,0.006025841073798281,TRUE
1774,1323,1108,560,6,173,3,318,35,46,15,4,1,73,2.79221,5091,14.3896,4.59477,0.000902527,0.30000001192092896,28.10000038146973,0.004021529036219276,0.003814552601677581,0.0044888560142782,0.002661934434776989,TRUE
1775,1124,971,505,14,101,1,306,49,15,11,0,0,36,3.1875,4670,20.2292,4.80947,0.0,0.20000000298023224,11.300000190734865,0.0037061797282207883,0.0032550431224667733,0.002217987572829075,0.003502264666809317,TRUE
1776,1319,1161,562,19,154,4,343,36,35,25,0,1,39,2.67797,6136,19.678,5.2851,0.000861326,0.10000000149011612,10.199999809265137,0.003726422612089664,0.002699108143775341,0.003118889348115772,0.0028096600601981788,TRUE
